,author_id,name,top_subjects,work_count,ratings_average,ratings_sortable,ratings_count,ratings_count_1,ratings_count_2,ratings_count_3,ratings_count_4,ratings_count_5,want_to_read_count,already_read_count,currently_reading_count,readinglog_count
144,OL14085575A,"De Beauvoir, Simone & Halimi, Gisele",,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,OL13627489A,Simone and translated by Peter Green De Beauvoir,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,OL13119004A,Simone w/trans. by Bernard Frechtman De Beauvoir,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,OL12987246A,"DE BEAUVOIR, SIMONE translated by MOYSE, YVONNE & SENHOUSE, ROGER",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,OL10143312A,Simone / translated by Patrick O'Brian De Beauvoir,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,OL13193A,Johann Wolfgang von Goethe,"['Johann Wolfgang von Goethe (1749-1832)', 'German Authors', 'Correspondence', '18th century', '19th century', 'Biography', 'Translations into English', 'Drama', 'Italy', 'Goethe, johann wolfgang von, 1749-1832']",5757.0,3.7410715,3.535069,112.0,7.0,6.0,29.0,37.0,33.0,758.0,149.0,46.0,953.0
150,OL10349418A,Johann Wolfgang von Goethe,['Johann Wolfgang von Goethe'],20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,OL6011518A,Johann Wolfgang von Goethe,"['Goethe, johann wolfgang von, 1749-1832', 'Faust, -approximately 1540']",243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,OL9962258A,Johann Wolfgang von Goethe,"['Goethe, johann wolfgang von, 1749-1832', 'Authors, german', 'Literatur über die Werke // Faust', 'Linguistics', 'Johann Wolfgang von Goethe', 'Criticism, textualgoethe, johann wolfgang von , 1749-1832', 'Botany']",988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,OL9966231A,Johann Wolfgang Von Goethe,"['Continental european fiction (fictional works by one author)', 'Germanic literature', 'Fiction, romance, general', 'Drama (dramatic works by one author)', ""Children's fiction"", 'Poetry (poetic works by one author)', 'Philosophy', 'Performing arts', 'Music', 'Married people, fiction']",1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,OL12625046A,JOHANN WOLFGANG VON GOETHE,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,OL12782292A,Johann Wolfgang von GOETHE,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,OL12458876A,Johann Wolfgang Von  Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,OL12212061A,johann wolfgang von goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,OL10034465A,Johann Wolfgang Johann Wolfgang von Goethe,,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,OL11039996A,Johann Wolfgang von Goethe Goethe,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,OL13587769A,&nbsp;Johann Wolfgang von Goethe&nbsp;,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,OL11557457A,Christopher Marlowe Johann Wolfgang von Goethe,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,OL13558273A,Johann Wolfgang Von Goethe Von Arnim,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,OL12345254A,Johann Wolfgang Von Goethe Von Müller,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,OL11458769A,Franz Schultz Johann Wolfgang von Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,OL11519948A,Johann Wolfgang Von Goethe Thomas Carlyle,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,OL12242910A,D Kuhn Johann Wolfgang von Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,OL12375079A,Johann Wolfgang Von Goethe Wi Swift,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,OL12259171A,Hans Wahl Johann Wolfgang von Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,OL9871475A,Johann Wolfgang Von Goethe;Friedrich Schiller,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,OL9910164A,Ceren Alay Johann Wolfgang Von Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,OL14081864A,"Johann Wolfgang Von Goethe,Gustav Wustmann",,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,OL14732311A,"Johann Wolfgang Von Goethe,Theodore Martin",,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,OL11447002A,Johann Wolfgang Von Goethe Charles W. Eliot,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,OL13426324A,Johann Wolfgang Von Goethe C. F. MacIntyre,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,OL12496353A,Kate Vesper-Waentig Johann Wolfgang Von Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,OL11499322A,Johann Wolfgang Von Goethe (Karl Robert Mandelkow),,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,OL11432417A,"von Goethe, Johann Wolfgang, Von Goethe-J W.",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,OL11958502A,Hans Carl Günther Jagemann Johann Wolfgang Von Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,OL9953608A,"Johann Wolfgang Von Goethe, Nevruz Kýran Oksuz, Tolga Akdeniz",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,OL12292876A,"Johann Wolfgang von Goethe, Friedrich von Schiller, Heinrich von Kleist",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,OL12496768A,"Elizabeth Mary Wilkinson, Johann Wolfgang von Goethe, Leonard Ashley Willoughby",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,OL11583690A,"Johann Wolfgang von Goethe. Translated, in the original meters, by Bayard Taylor",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,OL12769886A,"Ernst Cassirer, Johann Wolfgang von Goethe, James Gutmann, Immanuel Kant, Paul Oskar Kristeller, John Herman Randall, Jean Jacques Rousseau",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,OL10139257A,Johann Wolfgang Von 1749-1832 Goethe,,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,OL12373947A,Goethe Johann Wolfgang Von,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,OL11444926A,"Von Goethe,Johann Wolfgang",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,OL10209533A,Johann Wolfgang Goethe von,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,OL12213259A,"Goethe, Johann Wolfgang Von,",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,OL14672389A,Goethe Johann Wolfgang von,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,OL11487146A,Georg Goethe Johann Wolfgang von) Brandes,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,OL12181040A,"Goethe, Johann Wolfgang Von, Schiller, Friedrich",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,OL12782570A,"Goethe, Johann Wolfgang von; Carlyle, Thomas",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,OL11534997A,"Von Goethe, Johann Wolfgang, Thomas, Calvin",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,OL12300031A,"Goethe, Johann Wolfgang von Mann, Thomas,",,2.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,OL12181004A,Johann Wolfgang Goethe (Author); Ernst Beutler (Herausgegeben von),,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,OL11422931A,"Goethe, Johann Wolfgang von; Jessup, Bertram (Translator)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,OL13595497A,"Von Goethe, Johann Wolfgang; Wayne, Philip (translator)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,OL13597485A,Johann Wolfgang Von; Alice Raphael (translator) Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,OL12797365A,"Goethe, Johann Wolfgang Von) Pfeffer, J. Alan",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,OL13210845A,"Goethe, Johann Wolfgang Von; Kaufman, Walter (Translator)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,OL12788723A,Johann Wolfgang Trans Bayard Taylor Von Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,OL11525498A,Goethe Johann Wolfgang von und Charles Waldemar,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,OL11413961A,"Goethe, Johann Wolfgang Von; Introduction by Lange, Victor",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,OL11543495A,Johann Wolfgang von (trans George Madison Priest). Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,OL11464797A,Johann Wolfgang von. New Introduction by Franz Schoenberner Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,OL12271958A,"Goethe, Johann Wolfgang von; Coogan, Daniel (translation and introduction)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,OL11480690A,Johann Wolfgang Von / Translated By George Madison Priest Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,OL11458700A,"Goethe, Johann Wolfgang (M. von Herzfeld and C.A.M. Sym, trs.)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,OL12901856A,"Goethe, Johann Wolfgang von; Busse, A. and Keil, G. (ed.)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,OL12245315A,"Eliot, Charles W (editor); Von Goethe, Johann Wolfgang; Marlowe, Christopher",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,OL11957466A,"Goethe, Johann Wolfgang Von; Staiger, Emil (essay); Hollerer, Walter (gedichte Ausgewahlt Von).",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,OL12248956A,"Goethe, Johann Wolfgang von Ludwig, Emil, ; Stawell, F. M. ; Purtscher, Nora;",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,OL13592020A,Johann Wolfgang von; Freely adapted from Goethe's Dramatic Poem by Stephen Phillips and J. Comyns Carr Goethe,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,OL9388A,William Shakespeare,"['William Shakespeare (1564-1616)', 'Drama', 'English literature', 'Plays', 'Juvenile drama', 'English drama', 'Fiction', 'Italy', ""Children's plays"", 'British and irish drama (dramatic works by one author)']",10533.0,3.72891,3.6706593,1055.0,45.0,81.0,283.0,352.0,294.0,8987.0,1660.0,599.0,11246.0
215,OL12183750A,WILLIAM SHAKESPEARE,['Drama (dramatic works by one author)'],351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,OL6800038A,William Shakespeare,"['Singing', 'Voice culture', 'Vocalises', 'Instruction and study']",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,OL12201085A,William Shakespeare,"['British and irish drama (dramatic works by one author)', 'Henry v, king of england, 1387-1422, drama', 'Drama (dramatic works by one author)', 'Drama, collections', 'Caesar, julius, drama', 'English literature', 'Richard iii, king of england, 1452-1485, drama', 'Fiction, general', 'Shakespeare, william, 1564-1616, two gentlemen of verona', 'Poetry, collections']",5136.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,3.0,60.0
218,OL13595674A,William) Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,OL13423160A,William Shakespeare.,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,OL9890155A,William Shakespeare;,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,OL11123179A,William Shakespeare Wochenplaner,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,OL9274509A,William Shakespeare (Jr.),,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,OL2093190A,Herbert Farjeon,"['William Shakespeare (1564-1616)', 'Stage history', 'Poetry', 'Librettos', 'Kings, queens, rulers, etc.', 'Kings and rulers, juvenile literature', 'Kings and rulers', 'Juvenile poetry', 'Humor', 'History']",58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,OL6652838A,William Shakespeare Hays,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,OL11503142A,William Shakespeare Christopher Marlowe,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,OL13567448A,William Shakespeare (Jr ),,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,OL13934264A,"William Shakespeare,BookCaps",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,OL11732348A,Sidney Lee William Shakespeare,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,OL11582753A,William; William Shakespeare Shakespeare,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,OL11556792A,Shakespeare William; William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,OL11450927A,Evelyn Smith William Shakespeare,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,OL12511559A,William Shakespeare et al,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,OL11114674A,&infin;William Shakespeare&infin;,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,OL10544365A,Orden Literaria William Shakespeare,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,OL12794384A,William Shakespeare & Arthur Laurents,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,OL11422530A,Christopher Marlowe William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,OL11446176A,Marchette Chute; William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,OL10830187A,William Shakespeare; Derek Sellen,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,OL10832580A,SparkNotes Editors William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,OL10829935A,William Shakespeare Bernard Shaw,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,OL13551783A,Richard Mansfield William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,OL13598546A,William Shakespeare Nick Baldasare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,OL12776212A,S. Nagarajan William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,OL13088264A,Pieter Koster William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,OL12986602A,William Shakespeare; Charles Lamb,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,OL12514502A,William Shakespeare Marlowe Christopher,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,OL12488677A,William Shakespeare Geoffrey Chaucer,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,OL11536144A,William Shakespeare John Teskey,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,OL11493537A,Israel Gollancz William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,OL12195865A,LEONARDO CHIANCA/WILLIAM SHAKESPEARE,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,OL12357861A,John Hunter William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,OL12215489A,Sparknotes Editors William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,OL12521716A,WILLIAM SHAKESPEARE JOHN ARTHOS,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,OL12183781A,Ralph E.C.Houghton William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,OL12184421A,Charles James William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,OL12249736A,William Shakespeare Cal Williams,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,OL12239722A,Charles Knight William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,OL8653247A,HILDEGARD FEIST/WILLIAM SHAKESPEARE,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,OL11534742A,Tucker Brooke William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,OL9863191A,William Shakespeare   [Cambridge ] Edition,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,OL9876589A,John Fletcher William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,OL8426150A,Just William Shakespeare Books,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,OL13983668A,"William Shakespeare,Morton Luce",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,OL14182936A,Arthur Laurents William Shakespeare,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,OL13825302A,"William Shakespeare,Tucker Brooke",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,OL13824249A,"William Shakespeare,Arthur Symons",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,OL13824253A,"William Shakespeare,Charles Praetorius",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,OL13824368A,"Charles Knight,William Shakespeare",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,OL14482561A,William Shakespeare Kyrle Bellew,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,OL14420400A,Thomas Kyd William Shakespeare,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,OL14592463A,John Milton William Shakespeare,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,OL14605434A,Charles Lamb William Shakespeare,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,OL9939521A,Sibel Huseyinca Onmus William Shakespeare,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,OL12464448A,Henry Viii by William Shakespeare Henry VIII by William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,OL11571949A,William; William Shakespeare (Author); Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,OL9939524A,Esin Ciftci Birincibubar William Shakespeare,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,OL13541499A,William Shakespeare 1837-1907 Hays,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,OL12338001A,Allan Park Paton William Shakespeare,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,OL11308309A,Y. William Y William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,OL11501285A,William Allan Neilson William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,OL11450952A,ills William Shakespeare; Oliver Messel,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,OL11426891A,WILLIAM SHAKESPEARE JOHN BARRINGTON WAIN,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,OL11428042A,Logan Pearsall Smith William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,OL11439706A,Peter Ure (Ed) William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,OL10827316A,T W Smith (William Shakespeare),,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,OL13597480A,WILLIAM SHAKESPEARE GEORGE BAGSHAWE HARRISON,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,OL13597982A,David Lloyd Stevenson William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,OL11962181A,William Shakespeare Laurence David Lerner,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,OL12792718A,Louis B. Wright & William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,OL12798489A,William Shakespeare George Wilson Knight,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,OL12218580A,William Shakespeare ; Horace Howard Furness,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,OL13593637A,O. J. Stevenson William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,OL13503469A,William Shakespeare W. G. Clark,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,OL13089699A,CHARLES JASPER SISSON WILLIAM SHAKESPEARE,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,OL12768922A,William Shakespeare R. Vaughan Williams,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,OL12500652A,G. K. Hunter & William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,OL11548495A,William Shakespeare & G B Harrison,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,OL11557792A,Wilbur Lucius Cross William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,OL11596252A,See Editorial Dept William Shakespeare,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
